text_clean,label
melihat tag berbayar,1
verifikasi gk pernah benar,1
mau masuk susah,1
caranya gimn ini,1
kenapa get contak ku harus memverifikasi data lagi siih pdahal dari kemaren aman saajaah d daftarin lg g bisaa akhirnya qu uninstal,2
sinting gabisa login ppk,1
harus bayar dulu jdi mls pakai,1
bug,1
aneh gak bisa masuk,1
gak jelas apliksinya,1
sangat menggangu,1
apk sampah berbayar klo di gunain stiap waktu kayak netflix oke aja ini gunain stiap ada nomer asing aja berbayar segala cuih,2
kode verifikasi tidak masuk,1
susah bgt verifikasi,1
knp harus s berbayar,1
sangat membantuaplikasi bagus,2
sangat buruk ngak sesuai dengan di aplikasi,0
udah di download gk bisa di pakai,1
sangat mengecewakan sekali saat memasukkan nomor padahal nomor yg kita masukan benar eh malah berubah,1
ga bisa di pake,1
sangat jelek karena ber bayar,0
status berlangganan otomatis sebulan sekali masih aktif padahal sudah saya hapus secara tidak langsung anda mencuri uang saya setiap sebulan sekali,1
tidak bisa masuk udah daftar berkali,1
limit mahal,1
gabisa login setelah verifikasi bot whatsapp dia kembali ke halaman utama,1
gabisa login mulu woi capek verif ampe  kali canceled ae,1
maksud dengan kegunaan aplikasi ini itu untuk apa saya pusing,1
gak bisa masuk apk nya woee udah  kluar masuk milih akun nulis nomor tapi tetep gak bisa ini gimanaaa kecewa beratt gak kaya duluu apknya,0
gajelas ini masa baru download udah di suruh berlangganan bayarrr,1
gk bisa buat akun baru ya,1
kenapa nomor saya malah tidak dapat terdaftar,1
aplikasi nga jelas,1
suka nguras saldo tampa peringatan,2
saya riset hp setelah saya install kembali mala tidak bisa masuk lagi pakai nomor lain juga tidak bisa saya coba install di hp ayah saya juga sama tidak bisa login,1
ko saya tidak bisa masuk masuk sihh,1
buruk sering eror,0
ga bisa daftar padahal langkahnya udah benar malah nomor saya salah dibuat mereka,1
ga asik ga kaya dulu,1
apasih tolol bgt apk nyaaa dari tadi ga bisa masuk tolong perbaiki verifikasi apk nyaa kesal saya udah berpuluh kali nyoba ga bisa bisa no nya juga selalu hilang dua angka,1
harus bayar te beth,1
aplikasi gak jelas login betulang ulang verifikasi berulang ulang tapi ga bisa masuk,1
jelek bngttgt aplikasi nyaa,0
knp ga bs login,1
saldo saya tibadi sedot getcontact aneh padahal ga di apain tibailang saldo saya gimana ini getcontact tanggung jawab lah tanpa seizin saya kalian ngambil saldo saya,1
ga bisa login login,1
apalah semua berbayar,1
setelah setahunan lebih gagal login barusan coba lagi alhamdulillah bisa nice get contact,1
tidak bisa login sangat sulit sekali berulang ulang saya coba login verifikasi dengan berbagai cara tapi tidak bisa sangat lucu,1
saya sudah memasukkan nomer saya dengan benar tapii selalu salah bagaimana itu pokoknya gak bagus,2
aplikasi jelek login aja gabisabisa,0
premium terlalu mahal,1
apa apa an aku ga mau tf buat premium malah tf sendiri emng gajelas getcontak iki balikin saldo ku k,1
udah premium tetap aja dibatasin,1
taiiiiiiiikenapa harus berbayaraplikasi sekarng hampir semua di buat jadi burukyg dulu bagus sekarang malah jadi sangat burukauto uninstal,2
sy sarankan tdk usah download ini karena kalau ingin melihat tag harus berbayar,1
makin kesini apa selalu bayar  jdi tolong untk kembali ke aplk awal yang ada masa gratisnya,1
kocak ni apk ngeselin pokonya,1
kita sudah langganansudah bayar juga kenapa masih di batasi untuk pengecekan parah banget,1
klo di kasih no waktu verifikasi yang bener dongggg,1
y deh,1
gak iklas saya dulu kasih akses semua kontak hp saya kalau tau buat di jual lagi premium setidaknya kasih iklan aja cukup kalian besar juga dari komunitaskita juga,1
fuji setiawanboo,1
aplikasi tidak jelas mau verifikasi aja susah nya minta ampun ending nya uninstal aja,1
istimewa sanggat membantu,2
nggak bisa login terus dah hampir  bulan,1
mau logon sdh verifikasi email dan dapat kode eh saat masukkan nomer hp katanya keseringan verifikasi padahal baru x tapi belum berhasil juga akhirnya ya sudah uninstall saja tanpa ada hasil kecewa berat sih sudah berharap bisa cek nomor hp yg tdk dikenal eh baru mau masuk verifikasi sudah dipersulit,0
sungguh buruk,0
sangat keren,2
aplikasi gajelasss mau verifikasi aja susah langsung uninstal aja percuma buang kuotaa,1
tidak bisa login menggunakan nomor saya harus menunggu verifikasi tapi tak kunjung muncul jembot taikk,1
sangat membantu dan lebih awal dalam mengetahui yang menelpon,2
sangat membantu memudahkan,2
tor monitor ketua anggota mau lapor ketua,1
sangat berkesqn,1
mantaff,1
kenapa ga bisa login bangkee dah  hari nyoba ini ga bisa masuk aplikasi blunder payah,1
tidak bisa masuk pdhl sudah berkali kali mencoba sangat buruk,0
wajib premium hahhaha,1
blok udah berbayar uninstall,1
aplikasi anj gua mau masuk tapi masukin nomer selalu ga nyambung entah kurang  kurang  atau ada angka lain  tolong diperbaiki,1
nomor udah sesuai kok ttp ga bisa masuk ya udah aku coba coba tetap aja ga bisa,1
jaksa,1
percuma gak bisa lihat tag ada limit tagnya,1
tag saya hilang  saat login ulang memasukan nomor telepon dengan benar tetapi ketika verifikasi kyt nomor telephone berubah dan terjadi berulang ulang dan akhirnya tidak bisa login,1
kenapa ya tidak bisa login ke getcontact,1
min lagi eror kah kok gabisa login,1
banyakan iklan,1
buy,1
gak premium gak bisa di gunakan lagi aplikasinya,1
getcontact sekarang apa berlangganan susah jadinya tolong dong min balikin lagi ke versi yang lama,1
gratis dong boss kan masih percobaan,1
dikit bet fiturnya kalo free,1
berbayar males,1
uninstall aja deh lamalama ngeselin,1
susah verivikasi nya padahal udah jelas  bener di kirim di whatsapp,1
tidak bisa masuk akun,1
gabisa login nomer verifikasi tidak bisa,1
getcontac skrg ribet bgt bgt bgt pdhl dulu gmpg,1
saya sangat kecewa ketika berlangganan dan tibatiba dibulan berikutnya saldo saya berkurang tanpa ada pemberitahuan atau persetujuan saya mohon disetujui permohonan pengembalian saldo dana saya,0
ribet verifikasi gagal mulu,1
aplikasi gajelas udah login balik lagi gagal terus gabisa bisa pake web juga gabisa alias gagal terus gajelas,1
mau daftar sulittt,1
harus banget premium,1
tidak ada izin penamaan atau pengambilan data dari nomor pribadi tibatiba dishare ke publik,1
untuk aplikasi nya lumayan bagus cuman banyak banget kesalahan dari aplikasi seperti saat mendaftar kan akun dan mem verivikasi itu agak sulit sehingga saya agak emosi semoga di perbaiki yha,2
aplikasi kntl susah masuk nya ajgggg mati kau,1
login nya susah benr ajng biasa nya gak kek gini,1
ini gimana cara nya dftr gagal terus masukan no tlpon buat verifikasi gak bisa pake metode lain buat verifikasi gak bisa di masukan no tlpn nya,1
verifikasi gagal terus mana login lewat email doang,1
dikit dikit bayar,1
mau masuk aja ga bisa verifikasi tidak ada opsi verifikasi lain dan tiba mencapai limit validasi,1
tak berfungsi dengan baik,1
bagus banget,2
apl gak guna kasi nomor wa gak aktif apl mcm apa ni buruk,0
gw yakin kalo app ini gratis pasti seluruh dunia pasti akan memilih telepon default getcontact,1
fiturnya bagus banget bisa melihat yang kasih nama dari nomor wa orang lain,2
kmpret gk bisa login anj,1
hapus aja apk ini masa daftar no aja ga bisa  hadehh,1
this app is very good but why cant i see who named my contact please check,1
gaje ah mau verifikasi diwa aja ga diladeninniat ga sih,1
aplikasi lol gak bisa login,1
aduuuuh gmna si getcontact x pk daftar pk nomor berbeda dua hp di coba gak bisa mana buat penting malah bot wa tida mendukung gak bisa trs abis itu lgsg verifikasi maksimal njirlah cape saya kecewa,0
gak bisa berhasil registrasi di saat pengiriman kode otp  ke whatsap sudah coba berpa kali  gagal,1
sdh bertahuntahun pakai get contac knp tiba tiba tidak bisa mengakses aplikasi ini ya team get contac bs bantu jelaskan,1
aplikasi nya gak bisa dipake walaupun udah vertikasi,1
baguss bgttt,1
aplikasinya ngga bisa dibuat daftar atau masuk akun baru,1
gak bisa di pake verifikasi juga ga bisa pake opsi lain juga sama ga bisa,1
tidak sesuai dengan yg di save,1
verifikasi gajelas gak bisa masuk padahal nmr bener pas verifikasi tiba tiba ilang  nomer,1
minta otp aja lama kyk nunggu gajian,1
kok ada iklan judol ya di aplikasinya aneh bgt,1
mentang mentang banyak yg butuh sekarang berbayar emg sinting yg buat aplikasi terus apa guna nya nyiptain kocakkk,1
di instal lagi tapi malah sekarang gabisa verifikasi gimana ini haduh udah berbayar padahal,1
aplikasi sampah  mau berenti langganan aja ribet bgt,1
kalo ga niat bikin aplikasi mending gausah mau verifikasi aja ribet nya minta ampun,1
i wanted to try installing it but the review ratings were very disappointing with lots of  and  stars cancel install,1
kenapa tdk bisa login apakah masih trobel apa gimana ya dr kemarin tdk bs loagin,1
mau login aja susah banget harus coba lagi coba lagi,1
bot nya lama menanggapi kode verifikasi doang pelayanan nya parah,1
log in aja ribet,1
ini kenapa bot getcontacnya eror kah jdi ga bisa nerima nomor verifikasi,1
verif via wa tapi ceklis  aplikasi aneh,1
apk bobrok,1
jangan di download soal nya gabsia login,1
coba di perbaiki lagi login method nya ini aplikasi login aja susah banget verifikasi manual kirim ke no whatsapp tapi ga bisa gagal pake nomor yg menghubungi kita masukin nomor nya malahan nomor tak di kenal gak jelas bangett baru ini nemu aplikasi yg verifikasi nya kita sendiri yg ngirimin ke bot,1
nyebelin sihh padahal g tiap hari dipake aplikasinya malah skrg harus premium dan berbayar dulu senang bgt dgn aplikasi ini krn bisa ngebantu tp skrg malah berbayar pula,1
ribettt susah sekarang,1
aplikasi ini bagus sekali,2
login ribet,1
bangkek berbayar wkwkk,1
makin kesini ini aplikasi gajelas mau verifikasi malah gagal terus kirim link verifikasi lewat whatsapp malah bot nya tidak menanggapi gimana mau verifikasi coba kalau begini,1
apk jelek mau verifikasi saja susah amatgangguan terus lahapalahudah muak saya sama apk ini,0
no komen,1
aplikasi penipu pdhal aku udh byr lngganan tp mlh gbisa dbuat ngecek kontakk bodohhh,0
aah sama aja tepon biasa munculnya nama sama potonya kaga muncul,1
ga bisa maduk jlk bgt,1
gk sesuai,1
gj kikir apk ccd,1
gajelas verifikasi  kali,1
membantu sekali,2
kok saya login ga bisa bisa ini kenapa coba verifikasi nya ga ada mulu mau login juga susah aneh,1
aplikasii busukk login ny suruh verifikasi pke nomer hp tp wkt udh diinput tetep aj verifikasi gagal mulu  nomernya jadi berkurang  digit ini it kalian ap sedongo itu bikin aplikasi busuk sperti ini,1
verifikasi aja ga bisa bisa gblkkkk,1
knp sih gak bisa verifikasi apk tol aneh ingin membantu tapi kek assss,2
developer nya kenapa dah mau check nomor orang malah ga bisa,1
sudah premium tapi pencarian masih di batasin yg tampak profil nya aja  masih banyak nomor yg nda kebaca,1
harus berlangganan dulu sekarang baru bisa liat siapa yg tegdulu g ada tu kek gini,1
yaa ampun masa aplikasi gini doang berbayar,1
pea bet gw mau login wa ga bisa verivikasi mulu emng eror ni apk,1
mulai ngga bner getcontact bulan agustus premium september off tau di dana bulan oktober auto potong deposit by dana mana di refund di apk ngga respek jgn auto dong udh premium ktika cek no ngga kedetek semua ntah no lama maupun no baruuu saran buat yg baru premium mending nggausah tolong respon getcontact bintang  aja,1
sudah premium tapi tag gak ada tetap gak terlihat,1
kocak amat sebelum premium bisa liat tag sendiri dan sedikit tag orang lain ehh pas premium malah gk bisa liat tag orang lain sama sekali kocak amat penipuan,1
setelah premium malah gk ketauan tag tagnya,1
minta tolong perbaiki seperti awall skrng gak bisa kita kepo ke no yang lainnn jangan di ubah minn biar tauuu,1
kenapa tagar di aplikasi saya tidak muncul saat ini sedangkan saya mengunakan yang premium berbayar ini bisa mengurangi kepercayaan calon pelanggan saya tolong dong di perbaiki lagi aplikasinya,1
tolong sudah langganan premium kok tidak bisa lihat tag semua kontak ya bahkan nomer sendiri ga bisa di lihat tagnya sebelumnya bisa apa pembaharuan yang lebih buruk dari getcontact,0
ga bisa liat tagar kan ajg padahal udah premium,1
coba dulu ya,1
udah beli premium ko tetep gak bisa liat tag ya gak kaya dulu bisa liat banyak tag rugiiiiiii,1
temen saya marah gara saya stlaker liat getcontact dia terus akun saya premium dan saya juga tidak pernah ngetik buka ataupun lihat getcontact temen saya tlong dong ini kenapa pertemanan saya rusak perkara kelakuan yg tidak saya perbuat,1
hadeuh baru mau nyoba langganan udah bayar nyoba sebulan malah ga masuk premiumnya padahal saldo udah kepotong ga lagi deh,1
sy udh berlangganan premium tpi kok ya tidak bisa melihat tag temen ya,1
kenapa gak bisa lagi ini gunakan aplikasi nya,1
udh beli premium tapi gk bisa lihat tag kontak,1
gak kepake,1
aplikasi gak jls,1
jangan di downloaddssssss,1
udah di upgrade di premium malah gak bisa di cari tag nya buang buangvuang aja kalau mau nipu jangan gini cara nya,1
ini kenapa getkontak gak bisa liat tagar orang padahal punyaku dah premium,1
sudah bayar untuk premium malah ga bisa cek tag,1
aplikasi gk jelas,1
ini get contact lg knp si abis perpanjang premium mlah jd ga bs ngecek nmr,1
sudah premium tapi ga bisa liat tag parahh,1
sudah top up malah gk bisa dibuka aplikasinya,2
nipu udh premium data kontak gak keluar,1
tidak bisa melihat tag di nomor mana pun termasuk tag saya sendiri,1
baru daftar premium kok malah gal bisa ngeliat tag kontak orang lain bener bener gak bisa semua bahkan tag kontak pribadi pun keterangannya  gimana sih ini rugi dong bayar premium malah gak bisa liat apa apaa,0
sudah premium tapi tidak bisa lihat tag,1
sistemnya eror masa tag nya tiba ilang semua tag orang lain juga ilang,1
udah premium tapi tiap mau ngecek nomor orang selalu menunggu data komunitas ini aplikasinya eror atau gimana sih,1
sudah daftar premium tapi gak bisa melihat tagar siapapun  gak muncul samasekali tagar ku jadi gak kelihatan juga,1
bermamfaat,1
hariini apk eror hastag gk muncul,1
get contact kalo lagi d perluin malah eror smua tag mendadak hilang jujur kesel bnget lagi genting malah kyak gini,1
sekarang sulit cari identitasnomor,1
weh tag org ko pada hilangliat tag sndri juga holangjaringn kah atau apatpi klo liat org yang nyari kontak kita masih ada,1
dah gak premium malah hilang semua tagarnya,1
buruk berbayar,0
gatecontact tidak seperti dahulumasa tag saya  sementara nomor yang save saya banyakaneh,1
kenapa tag nya ga ada yg bisa dilihat padahal saya sdh bayar langganan,1
sudah berlangganan premium namun tetap saja tidak bisa melihat fitur premium,1
error mulu perasaan nomor yg dicek selalu ga ada tagnya padahal dulu banyak tagnya sekarang kosong perbaiki sistemnya,0
apk ini jadi aneh sekarang kita ga bs lihat tag nomor kita hrs buka blokir lalu kt ga bs memberi tag penanda kpd nomor tertentu aneh bgt,1
kembalikan seperti dulu lah apk ini sekarang semakin jelek gk berguna bodoh banget pemikiran yang buat ini apk,0
saran saja untuk fitur premium harusnya kita bisa tau siapa saja orang yang memberi tag di profil kita,1
gabut,1
semakin laku semakin tidak tau diri,1
gpantes lo ngasi iklan kalo g bisa juga liat has tag,1
gk bisa liat komen,1
cakep,1
bagus banget aplikasnya tapi kenapa harus premium si mah buka akses penting sekarang jadi harus premium terus lama lama kesel ni garapremium,2
kocak eh mau liat sekali doanf harus berlangganan,1
okeee,1
cara nya gmna bisa bongkar chtingan pasangan,1
aman,2
semuanya berbayar,1
aplikasi ini diam diam memberantas nomor hp kitakarena saya seriing di masukan ke grup aneh anehdan org di grup itu juga gk tau itu grup apa,1
joko prayitno joko prayirno,1
gk guna si cuma bisa liat punya kit itu pun gk smuanyanambah lagi kmu mau cek punya seseorang hrus byar huhuuu,1
jemlek,1
tolong jangan ada bayaran,1
perasaan dulu ga gini jadi kalo mau gabung atau ganti akun dengan nomer berbeda tidak dipersulit seperti sekarang nah yang sekarang nggk ada fitur logout akun dengan nomer berbeda tolong dev apk ini untuk segera maintenance perbaikantambahin fitur tersebut sedikit kecewa,0
bgussss,1
semua nya berbayar,1
skrg harus bayar pajak ih males,1
jelek skrng gk kaya dlu,0
get contact gaguna tolol,1
aplikasi gk bermutu bikin kurasa emosi tunggu verkasinya sampai setahun giliran di sudah verkasi gk bisa lihat tu nama kita di kontak orang,1
mengecewakan masak harus berlangganan dulu baru bisa lihat tag nama nya,1
ga guna kalo ga bayar,1
apa perasa,1
apa apa harus bayar pinter emg yg buat setelah banyak melihat kontak orang trs banyak penggunanya jd bayar menggunakan ini aplikasi padahal dlu kga,1
pop up nya ganggu maksa,1
bagus jaga privasi,2
mls download ky gini tuh dikit byar,1
mengganggu privasi,1
bagusbisa liat orang namain kita apa di wa,1
sudah membayar tapi tidak bisa premium,1
ngga bisa liat kontak kcuali pake premium hemmm ngga suka,2
gbsa deteksi nomer kacau bangt sekarang getcontac,1
sayangat baik,1
susah log in,1
aplikasi jelek tidak guna,0
error,0
medit semua harus bayar,1
dikira pas berlangganan cuma bisa sekali dan kalo mau langganan lagi harus transaksi sendiriehh malah kalo udh ngisi dompet digital tiap bulan uang abis karena sistem bayar langganannya padahal saya ga mau lagi ngelanjutin langganandan langganannya gak spesialhampir  bulan uang di dopet digital abis garabayar langganan ini yg asalnya gamau di lanjutin tapi tetep kepotong sama sistemdan walaupun apk ini dihapus tetep di ambilhadeehhh,1
bagus tapi terlalu ribed,2
mau melihat tag harus bayar dulu nggak kayak dulu gratis,1
terlalu serakah dan kapitalis masa limit buat ngeliat contact nya gak bisa ngisi ulang harusnya kalo mau udh ni aplikasi jadi berbayar repot amat,1
bug problem verifikasi nomor telpon tidak sesuai dengan nomor telpon yg diinputkan,1
membantu sekali,2
tokong fi bagusi,1
gratisin semua dong,1
mau lihat aja di tarik uang apk copet,1
berkat ad getcontact kita tau nomor kriminal dan nokriminal terimakasih,1
apk nya bagus saya suka  bintangminusnya untuk melihat tag aja harus bayarberlangganan dulutidak masalah untuk melihat tag berbayar tidak masalah minimal untuk melihat siapa yang mencari nomer telphon kita gratis sajaterima kasih,2
masa mau liat tag saja harus premium,1
saya udah mencoba masuk ke aplikasi dengan memasukan google email dan setelah saya memasukan no hp notif nya anda sudah terlalu bnyk memintak notifikasi padahal saya belum pernah menggunakan aplikasi nya dengan nomor itu,1
berbayar,1
cara install nya berteletele banget gunakan whatsapp dan tekan link agar kembali ke app store eh balik balik lagi seperti itu gunakan fitur panggilan tapi pas di angkat langsung mati ngk ada kasih kode sama sekali sampai no dibilang terlalu sering minta akses minta tolong ya aplikasi jangan putar putar gitu pasangnya,1
mengecewakan pernah berlangganan tapi ga bermanfaat sama sekali buang duit,2
apk nya jelek udah masukin no yang bener malah di kuranin no nya pas mau login ga rekomen bangt ni aplikasi,0
kayak nya dulu gak gini deh,1
aplikasi ini sangat berguna bagi saya,1
tolong untuk harga region indonesia perbulan jangan mahal kasih harga di region indo rb perbulan di harga segitu untuk perbulan saya gk bisa dan terlalu mahal buat saya atau kasih gratis tapi adain iklan saya butuh banget aplikasi ini,1
aplikasi tololl apa ke gini harus bayar segala kira nya uang ni gampang di cari tololl,1
sadap wa ayang,1
batas sedikit gak kayak dlu,1
sangat baguss tapii sayang saya tidak bisa pake,1
ga bisa masuk verifikasi gagal tross,1
dulu perasaan apk ini ga kikir kikir amat dah kenapa sekarang kikir banget,1
bayar,1
kerja sama,1
kenapa pas udh masukin nomer tinggal nunggu verifikasi tiba salah satu nomornya malah ilang yah gk kebaca nomornya,1
jadi berbayarmending hapus,1
apa apa prem,1
sangat bermanfaat terimakasih,2
ribet pake bayar,1
apk anjj tiba ngambill danaa gw cokk,1
ribet,1
apeli kasi eror gak bisa di buka,1
bru d coba,1
apk komtol masukan nomor telepon sudah benar saat di hubungi nomor telepon kurang  terus hal hasil gak bisa menerima kode,1
gimana dah kok ngecek tag nya bayar kapan gratisdiskon kalo bayar buat apa saya download,1
nyesel download,1
kasian lo yg gabisa beli langganann kalian karna blm ada atm atau memang blm di kasih ortunya beli beli minimal kasih la bisa berapa kali liat dalam sehari,1
kemarin gratis terus udah laku kayaknya langsung berbayar anjir emang udah gitu terbatas lagi sial,1
jos,1
berbayar ontol,1
sekarang getcontac sudh gk kaya dulu mau liat nomor orang mau mastikan penipu atau bukan sudah gk bisa harus daftar anggota premium dulu kasih bintang  aja apk sudh gk berguna,0
aplikasi dongo udah nonton iklan beberapa kali masih gabisa liat tag tolol,1
males banget sekarang hrs langganan,1
kenapa ada penipuan asuransi di hp ini asuransi saya jasa raharja,1
kenapa harus bayar seeh,1
getcontact sekarang ga kaya dulu masa mau liat  tag aja harus bayar bulanan dulu kalau mau liat tinggal liat aja ga mesti bayar gimana mau tau no spampenipuan kalau harus bayar kalau dulu kita cari nomer ketauan kalau no spampenipuan lah sekarang harus bayar nyesel dah download getcontact lagi,1
aplikasi gak jelas udah nulis no hp yg bener beberapa kali malah hilang mulu  angka dibelakang jgn mau download y semuanya,1
ngapain harus bayar,1
harus premium tidak membantu sama sekali,2
penipuan jangan di download,1
di install udah ke install kaga kaga jelas ni apk,1
bagus banget kita bisah melihat nama kita di,2
baru cobasi,1
bnyk berbyr tdk kya dlu,1
kecewa download apk inidlu saya pake get contac bisa akses semua nodan melihat tag kontakxskrg apa harus byarjd buat apa downloadklo ga bsa dibuka tag nama kontaksgt kcwa,0
semuanya berbayar jadi ngk enak aja pake apk ini,1
apa apa harus premium apalah ni apk,1
sekarang mah selalu serba premium kaya ga guna juga nge donlod,1
knpa harus premium segala untuk melihat tag semua,1
apa lah harus bayar trus yang save gw cuma  anjir lah,1
entah mengapa sekarang gak worth it seperti dulu tolong diperbaiki,1
mnjdi premium,1
harus bayar males,1
pdhl saya dulu pengguna favorit apk iniwalau dulu ada batasan limit untuk liat taq nomor yg tidak dikenal gratistapi sekarang harus prem dulu saya sih udh gk heran umum nya manusia kn ini juga buatan manusiamanusia kalo lagi di bawah dari nol baik saat sudah di atas sudah viral baru gk lupa siapa yg bikin apk nya viral,1
kalau bisa gratisin lah,1
aplikasi gaje semenjak download banyak amat orang yang nggk di kenal nelpondi spam sama penipu,0
tidak bisa memverifikasi nomor yang didaftarkan aplikasi sampah,1
perpanjang masa gratis,1
kasih gratisan dalam  hari,1
taiiiii ni getcontol udah bnyak iklanpdhal dulu nggk anjingg emang iklannya pinjol dan judol lagi dasarrr mata duitan,1
get contact awal main ini gaada tuh premium premium ini makin terkenal makin pen banyak untung masa mau liat tag aja harus premium dulu,1
aplikasi nya sekarang jadi berbayar padahal dulu ngga ini ga bangett kalo semisal berbayar karna peningkatan teknologi mending ga usah di tingkatkan saja,1
baru di coba dulu,1
kurangkurangin fitur premiumberbayar,1
info min ini bisa tidak kalo sebulan bayar bulan depan di berhentikan,1
semoga ada pesaing dari aplikasi ini dengan gratis dulu awal merintis aplikasi ini berfungsi secara gratis lalu dengan iklan sekarang di manfaatin dengan berlangganan berbayar cuma masalah nomor aja smpe ngeluarin duit ogah banget gw langganan di aplikasi sampah yg gk ada gunanya mending buat beli nasi padang kenyang iya,1
bayar,1
baguss kita bisa mengetahui orang lain menamakan kita apa dan saya saranin nggak ush pake akun bukan bermaksud ngatur,1
bagus bangget,2
serba bayar,1
buang waktu buat login aja kembali lagi ke awal gmna sih jelek banget aplikasi,0
kenapa harus premium,1
tidak bisa cek nomer,1
sekarang jadi berbayar ya kasih bintang  aja,1
harus premium gua kira gratis,1
jdi lebih aman,2
kenapa gak bisa dilihat semua,1
getcontact oke,2
kenapa berbayar anjeng pdahal cuma cek cek gitu aja,1
apk rusak gak sesuai expetasi,1
tolong dong bikin bisa di perangkat seperti tablet please biar makin banyak yang donwload sama langganan ntar,1
jelek kebanyakan disuruh premium,0
masalah login,1
apa  kok harus bayar g jelas,1
hahaha gak sekalian rampok aja semua duit orang dikit dikit bayar wkwkwk aplikasi sampah,1
aneh gabisa login malah bleng putih semua,1
mau masuk be susah bener katanya apk terpercaya helleh,1
dulu aplikasi ini memberikan kenyamanan dan privasi pada para penggunanya sekarang harus premium lebih dulu supaya bisa menggunakan fitur aplikasi ini,1
bagus sihh,2
ga bisa liat yg di tagg,1
apk berbahaya,1
aplikasi kek kuntol,1
knpa sih hrus premium dlu jdi ga mood deh gw kna tipu trus gara ini premium gajelas dah gitu gabisa qris lgi,1
kikir bngt,1
bagus menarik,2
kontolll,1
aplikasi bagus untuk informasi dari nomor tidak di kenal tapi sekarang pelit banget harus premium masalahnya kalo ga pake tiap hari masa harus premium dulu si,2
fitur yang sangat membantu,2
bagus sih karna saya blom tau bnyak juga baru menggunakan nya,2
sucks useless at all,1
setau ku apk getcontact yg dlu gratis dehh ini knp smua hrsss bebayar sihhh,1
kecewa skrng baayar,0
apa ini ngk ngerti,1
aku suke sangat,1
cukup membatu,1
saya tidak merasa memilih premium sehingga harus membayar tiap bulan tapi ternyata tagihan tiap bulan muncul dan memotong saldo saya,1
terlalu banyak fitur berbayar,1
makasih getcontact berkat adanya apk ini saya jadi lebih hati dengan nomor baru yang ditakutkan itu adalah penipuan,1
burik nggk bisa liat no nya kntllll,1
apa apa dibatasi hey tanpa penginstall ini aplikasi bakalan ditelan dilupakan tinggal kenangan saja percaya deh kalau gak berbenah uninstall joss,1
janganlah berbayar,1
mau liat tag org aja di batasin padahal udh premium  gimana sih,1
kikir blog,1
sengaja bintang  karena aplikasinya udah berbayar,1
jujur kecewa sih dulu gak harus langanan supaya bisa lihat tag orang lain sama berguna banget dulu sekarang malah udah gak bisa harus langganan baru bisa coba di kasih berapa kali kesempatan kayak  atau  kali atau berapa gitu gratis tiap bulan kan enak jadinya atau gak ya kalo mau buka tag  x mesti nonton iklan  x,0
kacaudikit bayar dikit bayar,1
males dah prabayar gak gratis seperti dulu,1
aplikasi tolol pernah berlangganan sekali abis itu g berlangganan lagi tetapi pas top up dana dana gw kesedot gajelas tanpa persetujuan padahal apk yang lain harus ada persetujuan dulu,2
saya sudah langganan namun ad limit yg saya tidk mengerti dlm mengecek hastag orng,1
dulu bagus sekarang juga masih bagus tapi harus bayar buat lihat tagar dan terlalu terbatas terus ga tau sejak kapan spam calls tetap tembus meskipun aplikasinya sudah dikasih izin di pengaturan saya tidak melihat ada kebutuhan untuk mempertahankan aplikasi ini di ponsel saat ini,2
aplikasi kikirbelum apa apa disuruh bayar,1
aplikasi yang bisa mencuri data pribadi,1
membantu sih tp masa mau liat tagar aja harus berbayar sekarang padahal dulu masih gratis wkwk monster kapitalisme final boss,2
ayolah masa buat liat tag aja jadi premium sih,1
bagus cuman kurang update  nama yag dikontak blm pada update,2
bodokkk,1
alhamdulillah aplikasinya bagus bangat,2
terlalu banyak fitur yang hanya tersedia di premium,1
dikit harus langganan gak kayak dulu lagi skip,1
tolong tambahkan fitur ganti nomor tanpa harus bikin akun baru karena pengguna aktif sering ganti nomor dan butuh kontinuitas data mempersulit jadinya terimakasih,1
harus premium melihat tag nyaa padahal dulu sering aktid getcontact ini tpi skrng jdi mles premium,1
mntap recomended,1
lom tau,1
kenapa bayar,1
aplikasi sampah gak guna sama sekali,1
iklan judol,1
apk ga jelas,1
rugi,0
hapus fitur premium nya ganti aja dengan menonton iklan ajah itu lebih baik,1
aplikasi yang sangat menarik dan bisa mengetahui semua orang nge chat nomor ku pakai nama apa,1
jembod,1
bagus dan bisa tau rahasia orang lain terhadap kontak kita,2
jelek bgt bayar bayar mulu kebelet naik haji,0
percuma juga cari tau nomor spam disini orang kalo penipu nya cerdik dia bakalan privasi akun nya biar ngga bisa di liat tag nya jadi yah percuma juga ngga akan bisa liat,0
sejauh saya menggunakan aplikasi ini tidak ada kendala yang terlalu rumit aplikasi ini sangat bermanfaat dan membantu saya melacak nomor yang tidak dikenal tetapi tolong tiadakan fitur pembayaran dan perbanyak lagi fitur free,2
main potong tapi tetap tidak premium aplikasi setan ini,1
kalau soal pungsi bagus tapi paling males suka ada iklan di tiktok lagi tegang tegang nya eh malah iklan jadi males deh,2
gak bisa menambahkan penanda padahal batas nya  baru x udah gak bisa stop langganan dah kalo gitu,1
seperti diketahui oleh para pakar di bidangnya,1
makin ga bagus dikitpremium,2
apk yang buruk menurut sayaprivasi orang di jualtentu itu sangat mengganggu dan merugikan banyak orang semoga apk seperti ini segera ditindak lanjuti,0
harus di bayarpadahal kemarin ga harus di bayar,1
bayar mulu fitur nya,1
